id,cid,label,ChineseSimplified,ChineseTraditional,English,Japanese,Korean,French,German,Spanish,Portuguese,Russian,Turkish,Thai,Indonesian,Vietnamese,Italian,Polish,Dutch,Swedish,Norwegian,Danish,Finnish,Ukrainian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100143,铠甲的描述,,厚重的金属护甲，表面有战痕。,厚重的金屬護甲，表面有戰痕。,Heavy metal armor marked with battle scars.,厚い金属鎧で、戦いの傷が刻まれている。,"두꺼운 금속 갑옷, 전투의 상흔이 남았다.",Armure métallique massive marquée par les combats.,Schwere Metallrüstung mit Kampfnarben.,Armadura metálica pesada con marcas de batalla.,Armadura metálica pesada com cicatrizes de batalha.,Тяжёлая металлическая броня со следами битвы.,"Ağır metal zırh, savaş izleriyle dolu.",เกราะโลหะหนักมีรอยแผลจากการต่อสู้,"Pelindung logam berat, penuh bekas pertempuran.","Giáp kim loại nặng, hằn vết chiến đấu.","Armatura metallica spessa, segni di battaglia.",Ciężki pancerz metalowy z bliznami wojny.,Zware metalen harnas met gevechtssporen.,Tung metallrustning med ärr.,"Tung metallrustning, krigsmerker.","Tung metalrustning, kampmærker.","Raskas metallipanssari, taisteluarpia.",Важка металева броня зі шрамами боїв.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100144,斗篷的描述,,深色布料披风，边缘略显磨损。,深色布料披風，邊緣略顯磨損。,"Dark fabric cloak, edges slightly worn.",濃い布地のマントで、端が少し擦れている。,"짙은 색 망토, 가장자리가 닳았다.","Cape en tissu sombre, bords légèrement usés.",Dunkler Stoffumhang mit abgenutzten Rändern.,"Capa de tela oscura, bordes gastados.","Capa de tecido escuro, bordas gastas.","Тёмный плащ, края потёрты.","Koyu renkli kumaş pelerin, kenarları yıpranmış.",ผ้าคลุมสีเข้ม ขอบสึกเล็กน้อย,"Jubah kain gelap, tepi aus.","Áo choàng vải sẫm, viền mòn nhẹ.","Mantello di stoffa scuro, bordi consumati.","Ciemny płaszcz materiałowy, starte krawędzie.","Donkere stoffen mantel, versleten randen.",Mörk tygmantel med slitna kanter.,"Mørk kappe, slitte kanter.","Mørk kappe, slidte kanter.","Tumma kangasviitta, kuluneet reunat.","Темна тканинна накидка, краї потерті.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100145,背包的描述,,皮革背袋，表面覆着灰尘。,皮革背袋，表面覆著灰塵。,Leather backpack covered in dust.,革のバックパックで、表面にほこりが積もっている。,"가죽 가방, 표면에 먼지가 쌓였다.",Sac à dos en cuir recouvert de poussière.,"Lederrucksack, mit Staub bedeckt.",Mochila de cuero cubierta de polvo.,Mochila de couro coberta de poeira.,"Кожаный рюкзак, покрыт пылью.","Deri sırt çantası, tozla kaplı.",กระเป๋าหนังมีฝุ่นเกาะ,Penang kulit berdebu.,Ba lô da phủ bụi.,Zaino di cuoio coperto di polvere.,Skórzany plecak pokryty kurzem.,"Leren rugzak, bedekt met stof.",Läderryggsäck täckt av damm.,"Lærsekk, dekket av støv.","Lædertaske, dækket af støv.","Nahkainen reppu, pölyinen.","Шкіряний рюкзак, вкритий пилом.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100146,布衣的描述,,粗布衣物，纤维粗糙。,粗布衣物，纖維粗糙。,Rough cloth garment with coarse fibers.,粗い布地の服で、繊維が荒い。,"거친 천옷, 섬유가 굵다.","Vêtement en toile grossière, fibres rugueuses.",Grobes Stoffkleidungsstück mit rauen Fasern.,"Ropa de tela áspera, fibras gruesas.","Roupa de tecido grosso, fibras ásperas.",Грубая тканевая одежда с жёсткими волокнами.,"Kaba kumaş giysi, kalın lifli.",เสื้อผ้าผ้าหยาบ เส้นใยหนา,"Busana kain kasar, serat tebal.","Quần áo vải thô, sợi dày.","Veste di stoffa ruvida, fibre spesse.",Grube ubranie z grubych włókien.,"Grof stoffen kleding, ruwe vezels.","Grov tygklädsel, sträva fibrer.","Grov stoffklær, stive fibre.","Grov stofdragt, stive fibre.","Karkea kangasasu, paksut kuidut.","Грубий тканинний одяг, товсті волокна.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100147,皮衣的描述,,深棕皮衣，柔韧结实。,深棕皮衣，柔韌結實。,"Dark brown leather coat, flexible and sturdy.",濃い茶色の革の服で、しなやかで丈夫。,"짙은 갈색 가죽옷, 부드럽고 튼튼하다.","Veste en cuir brun foncé, souple et solide.","Dunkelbraune Lederjacke, biegsam und robust.","Chaqueta de cuero marrón oscuro, resistente y flexible.","Casaco de couro marrom escuro, firme e flexível.","Тёмно-коричневая кожаная куртка, прочная и гибкая.","Koyu kahverengi deri ceket, esnek ve dayanıklı.",เสื้อหนังสีน้ำตาลเข้ม นุ่มแต่ทนทาน,"Jaket kulit coklat tua, kuat dan lentur.","Áo da nâu đậm, dẻo và bền.","Giacca di pelle marrone scuro, flessibile e robusta.","Ciemnobrązowa kurtka skórzana, trwała i elastyczna.","Donkerbruine leren jas, soepel en sterk.","Mörkbrun läderjacka, mjuk och tålig.","Mørkebrun skinnjakke, myk og solid.","Mørkebrun læderjakke, fleksibel og stærk.","Tummanruskea nahkatakki, joustava ja kestävä.","Темно-коричнева шкіряна куртка, міцна й гнучка.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100148,布鞋的描述,,简朴的布鞋，鞋底磨平。,簡樸的布鞋，鞋底磨平。,Simple cloth shoes with worn soles.,質素な布の靴で、底がすり減っている。,"소박한 천신, 밑창이 닳았다.","Chaussures en tissu simples, semelles usées.",Einfache Stoffschuhe mit abgenutzten Sohlen.,Zapatos de tela sencillos con suelas gastadas.,"Sapatos de pano simples, solas gastas.",Простая тканевая обувь с истёртой подошвой.,"Sade kumaş ayakkabı, tabanları aşınmış.",รองเท้าผ้าธรรมดา พื้นสึก,"Baju sepatu kain sederhana, sol aus.","Giày vải mộc mạc, đế mòn.","Scarpe di stoffa semplici, suole consumate.","Proste buty materiałowe, starte podeszwy.","Eenvoudige stoffen schoenen, versleten zolen.","Enkla tygskor, slitna sulor.","Enkle tøysko, slitte såler.","Enkle stofsko, slidte såler.","Yksinkertaiset kangaskengät, kuluneet pohjat.",Прості тканинні черевики зі стертими підошвами.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100149,头巾的描述,,布质头巾，颜色暗淡。,布質頭巾，顏色暗淡。,Cloth headscarf with faded color.,色あせた布の頭巾。,빛이 바랜 천 두건.,Foulard en tissu délavé.,Verblasstes Stofftuch.,Pañuelo de tela descolorido.,Véu de tecido desbotado.,Потускневший тканевый платок.,Solmuş kumaş başörtüsü.,ผ้าโพกศีรษะสีซีด,Kerudung kain pudar.,Khăn trùm đầu vải phai màu.,Fazzoletto di stoffa scolorito.,Spłowiała chusta materiałowa.,Verbleekte doek.,Blek tygduk.,Blek tøysjal.,Bleg stofhue.,Haalistunut kangashuivi.,Вицвілий тканинний головний убір.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100150,皮帽的描述,,皮革制帽，外层泛旧光。,皮革製帽，外層泛舊光。,Leather hat with a dull aged sheen.,革の帽子で、外側が古びた光を放つ。,"가죽 모자, 겉면이 낡은 광택을 띤다.",Chapeau en cuir à la lueur vieillie.,Lederhut mit gealtertem Glanz.,Sombrero de cuero con brillo envejecido.,Chapéu de couro com brilho envelhecido.,Кожаная шляпа с потускневшим блеском.,Yaşlanmış parlaklığa sahip deri şapka.,หมวกหนังเงาเก่าจาง ๆ,Topi kulit lusuh berkilau kusam.,"Mũ da cũ, ánh sáng phai.",Cappello di cuoio con lucentezza antica.,Skórzany kapelusz z przygaszonym połyskiem.,Leren hoed met doffe glans.,Läderhatt med matt glans.,Lærhatt med svak glans.,Læderhat med svag glans.,Nahkah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100151,布裤的描述,,宽松布裤，褶皱明显。,寬鬆布褲，摺皺明顯。,Loose cloth pants with visible creases.,ゆったりとした布のズボンで、しわが目立つ。,"헐렁한 천바지, 주름이 두드러진다.","Pantalon en tissu ample, plis marqués.",Weite Stoffhose mit sichtbaren Falten.,Pantalones de tela sueltos con arrugas visibles.,Calças de pano folgadas com vincos visíveis.,Свободные тканевые штаны с заметными складками.,"Geniş kumaş pantolon, belirgin kırışıklıklar.",กางเกงผ้าหลวม รอยย่นเด่นชัด,"Celana kain longgar, lipatan terlihat.","Quần vải rộng, nếp nhăn rõ.","Pantaloni larghi di stoffa, pieghe visibili.","Luźne spodnie materiałowe, widoczne fałdy.","Losse stoffen broek, zichtbare plooien.",Lösa tygbyxor med tydliga veck.,"Løse stoffbukser, tydelige folder.","Løse stofbukser, tydelige folder.","Väljät kangashousut, näkyvät rypyt.",Вільні тканинні штани з помітними складками.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100152,皮裤的描述,,深棕皮裤，表面泛着油光。,深棕皮褲，表面泛著油光。,Dark brown leather pants with an oily sheen.,濃い茶色の革のズボンで、表面が光っている。,"짙은 갈색 가죽바지, 표면이 윤이 난다.","Pantalon en cuir brun foncé, luisant en surface.",Dunkelbraune Lederhose mit fettigem Glanz.,Pantalones de cuero marrón oscuro con brillo aceitoso.,Calças de couro marrom-escuro com brilho oleoso.,"Тёмно-коричневые кожаные штаны, блестящие на свету.","Koyu kahverengi deri pantolon, yüzeyi parlak.",กางเกงหนังสีน้ำตาลเข้ม มันวาวเล็กน้อย,"Celana kulit coklat tua, permukaan mengilap.","Quần da nâu đậm, bề mặt bóng dầu.","Pantaloni di pelle marrone scuro, lucidi.","Ciemnobrązowe spodnie skórzane, połyskliwe.","Donkerbruine leren broek, glanzend oppervlak.",Mörkbruna läderbyxor med glans.,Mørkebrune lærbukser med glans.,Mørkebrune læderbukser med glans.,"Tummanruskeat nahkahousut, kiiltävä pinta.",Темно-коричневі шкіряні штани з блиском.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100153,腰带的描述,,织带环绕，结构简单实用。,織帶環繞，結構簡單實用。,"Woven straps wrapped around, simple and practical.",織り紐が巻きついており、構造が簡素で実用的。,직조된 띠가 감긴 단순하고 실용적인 구조.,"Sangles tissées enroulées, structure simple et fonctionnelle.","Gewebte Riemen, einfach und praktisch.",Correas tejidas envuelven una estructura simple y práctica.,"Faixas entrelaçadas, estrutura simples e funcional.","Тканые ремни, простая и практичная конструкция.","Dokuma kayışlar, basit ve kullanışlı yapı.",สายรัดผ้าพันรอบ โครงสร้างเรียบง่ายใช้งานได้จริง,"Tali tenun melilit, struktur sederhana praktis.","Dây đai dệt quấn quanh, cấu trúc đơn giản thực dụng.","Cinghie intrecciate, struttura semplice e funzionale.","Pasy tkane, konstrukcja prosta i praktyczna.","Gevlochten banden, eenvoudig en functioneel.","Flätade remmar, enkel och praktisk.","Flettede bånd, enkel og praktisk.","Flettede bånd, enkel og praktisk.","Punotut hihnat, yksinkertainen ja käytännöllinen.","Плетені ремені, проста практична конструкція.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100154,皮带的描述,,皮革制带，金属扣具暗哑无光。,皮革製帶，金屬扣具暗啞無光。,"Leather belt with a dull, unpolished metal buckle.",革のベルトで、金具がくすんで光らない。,"가죽 벨트, 금속 버클이 빛바랬다.",Ceinture en cuir avec boucle métallique terne.,Ledergürtel mit matter Metallschnalle.,Cinturón de cuero con hebilla metálica opaca.,Cinto de couro com fivela metálica sem brilho.,Кожаный ремень с тусклой металлической пряжкой.,"Deri kemer, donuk metal tokalı.",เข็มขัดหนัง หัวโลหะหม่นไม่มีเงา,"Ikat pinggang kulit, gesper logam kusam.","Thắt lưng da, khóa kim loại mờ.",Cintura in cuoio con fibbia metallica opaca.,Pas skórzany z matową sprzączką.,Leren riem met doffe gesp.,Läderbälte med matt spänne.,Lærbelte med matt spenne.,Læderbælte med mat spænde.,"Nahkavyö, himmeä metallisolki.",Шкіряний ремінь із тьмяною металевою пряжкою.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100155,草丛的描述,,低矮的草叶簇生，色泽黯淡，随风轻摆。,低矮的草葉簇生，色澤黯淡，隨風輕擺。,"Clusters of short grass blades, dim in color, swaying gently in the wind.",低く茂る草の葉が、くすんだ色で風にそよいでいる。,"낮게 모여 자란 풀잎, 빛이 바래고 바람에 흔들린다.","Touffes d’herbes basses, ternes, ondulant doucement au vent.","Niedrige Grasbüschel, matt gefärbt, wiegen sich im Wind.","Matas de hierba baja, de color apagado, que se mecen con el viento.","Tufos de grama baixa, cor opaca, balançando ao vento.","Пучки низкой травы тусклого цвета, колышутся на ветру.","Kısa ve solgun çimler, rüzgarda hafifçe sallanıyor.",หญ้าต่ำหม่นไหวเบา ๆ ตามลม,Rumput pendek kusam bergoyang lembut ditiup angin.,"Cụm cỏ thấp xỉn màu, đung đưa trong gió.","Cespi d’erba bassa, colore spento, ondeggiano al vento.","Kępki niskiej trawy, przygaszonej barwy, kołyszą się na wietrze.","Plukjes laag gras, doffe kleur, wiegen in de wind.","Lågväxande gräs, matt färg, svajar i vinden.","Lavtvoksende gress, matt farge, svaier i vinden.","Lavtvoksende græs, mat farve, svajer i vinden.","Matalat ruohotupsut, himmeä väri, heiluvat tuulessa.","Пучки низької трави тьмяного кольору, гойдаються на вітрі.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100156,金矿的描述,,深黄色矿石，表面闪烁着微弱金光。,深黃色礦石，表面閃爍著微弱金光。,"Deep yellow ore, its surface glistening with a faint golden glow.",深い黄色の鉱石で、表面に微かな金色の輝きがある。,"진한 노란색 광석, 표면이 미세한 금빛을 반사한다.","Un minerai jaune profond, dont la surface scintille d'un léger éclat doré.","Ein tiefgelbes Erz, dessen Oberfläche mit einem schwachen goldenen Schimmer glänzt.","Un mineral amarillo profundo, con su superficie brillando con un leve resplandor dorado.","Um minério amarelo profundo, com sua superfície cintilando com um leve brilho dourado.","Глубокий желтый минерал, его поверхность мерцает слабым золотым светом.","Derin sarı maden, yüzeyi zayıf bir altın parıltısıyla parlıyor.",แร่สีเหลืองเข้มที่ผิวส่องแสงทองอ่อนๆ,Minyak kuning tua dengan permukaan yang berkilau dengan cahaya emas lembut.,"Quặng vàng đậm, bề mặt lóe sáng với ánh sáng vàng mờ.","Un minerale giallo profondo, la cui superficie scintilla con una debole luce dorata.","Minerał w głębokim żółtym kolorze, którego powierzchnia mieni się słabym złotym blaskiem.","Diepgele mijnsteen, met een oppervlak dat met een zwakke gouden gloed schittert.","Djupgul malm, med yta som glimmar med en svag gyllene glans.","Dypgul malm, med overflaten som glitrer med et svakt gyllent lys.","Dyb gul malm, med overflade der glimter med et svagt gyldent lys.","Syväkeltainen malmi, jonka pinta hehkuu heikosti kultaisella valolla.","Глибокожовта руда, поверхня якої блимає слабким золотистим світлом.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100157,铁矿的描述,,灰黑色矿块，坚硬冷冽，表面略显锈迹。,灰黑色礦塊，堅硬冷冽，表面略顯鏽跡。,"Grey-black ore block, hard and cold, with slight rust marks on its surface.",灰黒の鉱石ブロックで、硬く冷たく、表面に錆びが少し見える。,"회색과 검은색이 섞인 광석 덩어리, 단단하고 차가운 표면에 약간의 녹이 있다.","Bloc de minerai gris-noir, dur et froid, avec quelques traces de rouille à sa surface.","Ein grau-schwarzer Erzblock, hart und kalt, mit leichten Rostflecken auf seiner Oberfläche.","Un bloque de mineral gris-negro, duro y frío, con algunas manchas de óxido en su superficie.","Um bloco de minério cinza escuro, duro e frio, com leves manchas de ferrugem na superfície.","Серый-черный блок руды, твердый и холодный, с небольшими следами ржавчины на поверхности.","Gri-siyah maden bloğu, sert ve soğuk, yüzeyinde hafif pas izleri var.",แร่สีเทาดำก้อนหนึ่ง แข็งและเย็น สัมผัสพื้นผิวมีรอยสนิมเล็กน้อย,"Blok bijih xam abu-abu-hitam, keras dan dingin, dengan bekas karat di permukaannya.","Khối quặng xám đen, cứng và lạnh, bề mặt có dấu vết rỉ sét nhẹ.","Blocco di minerale grigio-nero, duro e freddo, con lievi tracce di ruggine sulla superficie.","Blok minerału szaro-czarnego, twardy i zimny, z lekkimi śladami rdzy na powierzchni.","Grijs-zwart ertsblok, hard en koud, met lichte roestplekken op het oppervlak.","Grå-svart malmblock, hårt och kallt, med svaga rostfläckar på ytan.","Svartgrå malmblokk, hard og kald, med spor av rust på overflaten.","Svartgrå malmblokk, hard og kald, med lett rust på overflaten.","Harmaa-mustat malmipalikat, kovia ja kylmiä, pinnalla on pieniä ruosteisia jälkiä.","Сірий-чорний блок руди, твердий і холодний, з невеликими слідами іржі на поверхні.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100158,银矿的描述,,浅灰矿石，隐约反射银白色光泽。,淺灰礦石，隱約反射銀白色光澤。,"Light grey ore, faintly reflecting a silver-white sheen.",薄い灰色の鉱石で、かすかに銀白色の光沢が反射している。,"연한 회색 광석, 미세하게 은백색 광택을 반사한다.","Minerai gris clair, reflétant faiblement une brillance argentée.","Hellgraues Erz, das schwach einen silberweißen Schimmer reflektiert.","Minero gris claro, reflejando débilmente un brillo plateado.","Minério cinza claro, refletindo fracamente um brilho prateado.","Светло-серое минерал, слабый серебристо-белый отблеск на поверхности.","Açık gri maden, hafifçe gümüş-beyaz ışıltı yansıtır.",แร่สีเทาอ่อน สะท้อนแสงเงินขาวเบาๆ,"Quặng xám nhạt, phản chiếu một ánh sáng bạc nhạt.","Quặng xám nhạt, phản chiếu ánh sáng bạc nhẹ.","Mineraio grigio chiaro, che riflette debolmente una lucentezza argentata.","Świetlistoszary minerał, słabo odbijający srebrzystą poświatę.","Lichtgrijze erts, zwak reflecterend met een zilver-witte glans.","Ljusgrå malm, svagt reflekterande ett silvervitt sken.","Lysgrå malm, svakt reflekterende et sølvhvitt skjær.","Lysgrå malm, svakt reflekterer et sølvhvitt skinn.","Harmaa vaalean malmi, heikosti heijastaa hopea-valkeaa kiiltoa.","Світло-сірий мінерал, слабкий сріблясто-білий відблиск на поверхні.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100159,鸡,,鸡,雞,Chicken,鶏,닭,Poulet,Huhn,Gallina,Galinha,Курица,Tavuk,ไก่,Ayam,Gà,Pollo,Kura,Kip,Höna,Høne,Høne,Kana,Курка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100160,兔,,兔,兔,Rabbit,ウサギ,토끼,Lapin,Kaninchen,Conejo,Coelho,Кролик,Tavşan,กระต่าย,Kelinci,Thỏ,Coniglio,Królik,Konijn,Kanin,Kanin,Kanin,Pupu,Кролик,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100161,羊,,羊,羊,Sheep,羊,양,Mouton,Schaf,Oveja,Ovelha,Овца,Koyun,แกะ,Domba,Cừu,Pecora,Owca,Schaap,Får,Får,Får,Lammas,Вівця,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100162,鹿,,鹿,鹿,Deer,鹿,사슴,Cerf,Hirsch,Ciervo,Veado,Олень,Geyik,กวาง,Rusa,Hươu,Cervo,Jeleń,Hert,Hjort,Hjort,Hjort,Peura,Олень,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100163,蛇,,蛇,蛇,Snake,蛇,뱀,Serpent,Schlange,Serpiente,Cobra,Змея,Yılan,งู,Ular,Rắn,Serpente,Wąż,Slang,Orm,Slange,Slange,Käärme,Змія,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100164,狐狸,,狐狸,狐狸,Fox,キツネ,여우,Renard,Fuchs,Zorro,Raposa,Лисица,Tilki,สุนัขจิ้งจอก,Rubah,Cáo,Volpe,Lis,Ren,Varg,Hauk,Ræv,Kettu,Лисиця,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100165,猴子,,猴子,猴子,Monkey,サル,원숭이,Singe,Affe,Mono,Macaco,Обезьяна,Maymun,ลิง,Monyet,Khỉ,Scimmia,Małpa,Aap,Apa,Ape,Abe,Apina,Мавпа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100166,野猪,,野猪,野豬,Boar,イノシシ,멧돼지,Sanglier,Wildschwein,Jabalí,Javali,Кабан,Yaban domuzu,หมูป่า,Babi hutan,Lợn rừng,Cinghiale,Dzik,Wild zwijn,Vildsvin,Villsvin,Vildsvin,Villisika,Кабан,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100167,鳄鱼,,鳄鱼,鱷魚,Crocodile,ワニ,악어,Crocodile,Krokodil,Cocodrilo,Jacaré,Крокодил,Timsah,จระเข้,Buaya,Cá sấu,Coccodrillo,Krokodyl,Krokodil,Krokodil,Krokodille,Krokodille,Krokotiili,Крокодил,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100168,狼,,狼,狼,Wolf,オオカミ,늑대,Loup,Wolf,Lobo,Lobo,Волк,Kurt,หมาป่า,Serigala,Sói,Lupo,Wilk,Wolf,Varg,Ulv,Ulv,Susi,Вовк,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100169,大象,,大象,大象,Elephant,ゾウ,코끼리,Éléphant,Elefant,Elefante,Elefante,Слон,Fil,ช้าง,Gajah,Voi,Elefante,Słoń,Olifant,Elefant,Elefant,Elefant,Elefantti,Слон,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100170,熊,,熊,熊,Bear,クマ,곰,Ours,Bär,Oso,Ursão,Медведь,Ayı,หมี,Beruang,Gấu,Orso,Niedźwiedź,Beer,Björn,Bjørn,Bjørn,Karhu,Ведмідь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100171,豹,,豹,豹,Leopard,ヒョウ,표범,Léopard,Leopard,Leopardo,Leopardo,Леопард,Leopar,เสือดาว,Macan tutul,Báo,Leopardo,Lampart,Luipaard,Leopard,Leopard,Leopard,Leopardi,Леопард,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100172,虎,,虎,虎,Tiger,トラ,호랑이,Tigre,Tiger,Tigre,Tigre,Тигр,Kaplan,เสือ,Ba harimau,Hổ,Tigre,Tygrys,Tijger,Tiger,Tiger,Tiger,Tiikeri,Тигр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150014,牛,,牛,牛,Cattle,ウシ,소,Bœuf,Rind,Vaca,Gado,Корова,Sığır,วัว,Sapi,Trâu,Mucca,Krowa,Koe,Ko,Ku,Ko,Lehmä,Корова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150015,马,,马,馬,Horse,ウマ,말,Cheval,Pferd,Caballo,Cavalo,Лошадь,At,ม้า,Kuda,Ngựa,Cavallo,Koń,Paard,Häst,Hest,Hest,Hevonen,Кінь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150016,蜥蜴,,蜥蜴,蜥蜴,Lizard,トカゲ,도마뱀,Lézard,Eidechse,Lagarto,Lagarto,Ящерица,Kertenkele,จิ้งจก,Kadal,Thằn lằn,Lucertola,Jaszczurka,Hagedis,Ödla,Firfisle,Firben,Lisko,Ящірка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100173,农夫,,农夫,農夫,Farmer,農夫,농부,Fermier,Bauer,Granjero,Fazendeiro,Фермер,Çiftçi,ชาวนา,Petani,Nông dân,Contadino,Rolnik,Boer,Bonde,Bonde,Bonde,Viljelijä,Фермер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100174,矿工,,矿工,礦工,Miner,鉱夫,광부,Mineur,Bergmann,Minero,Mineiro,Шахтёр,Madenci,คนงานเหมือง,Penambang,Thợ mỏ,Minatore,Górnik,Mijnwerker,Gruvarbetare,Gruvearbeider,Minearbejder,Kaivosmies,Шахтар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100175,猎人,,猎人,獵人,Hunter,猟師,사냥꾼,Chasseur,Jäger,Cazador,Caçador,Охотник,Avcı,นักล่า,Pemburu,Thợ săn,Cacciatore,Łowca,Jager,Jägare,Jeger,Jæger,Metsästäjä,Мисливець,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100175,店主,,店主,店主,Shopkeeper,店主,상점주인,Commerçant,Ladenbesitzer,Tendero,Loja dono,Владелец лавки,Dükkan sahibi,เจ้าของร้าน,Pemilik toko,Chủ tiệm,Negoziante,Sklepikar,Winkelier,Butiksägare,Butikkeier,Butiksejer,Kauppias,Крамар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100176,商人,,商人,商人,Merchant,商人,상인,Marchand,Händler,Comerciante,Comerciante,Торговец,Tüccar,พ่อค้า,Pedagang,Thương nhân,Commerciante,Kupiec,Handelaar,Handlare,Kjøpmann,Forretningsmand,Kauppias,Торговець,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100177,警察头领,,警察头领,警察頭領,Police Chief,警察長,경찰서장,Chef de la police,Polizeichef,Jefe de policía,Chefe de polícia,Шеф полиции,Polis şefi,หัวหน้าตำรวจ,Kepala polisi,Trưởng cảnh sát,Capo della polizia,Szef policji,Politieleider,Polischef,Politisjef,Politichef,Poliisijohtaja,Начальник поліції,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100178,警察,,警察,警察,Police Officer,警察官,경찰관,Policier,Polizist,Policía,Policial,Полицейский,Polis memuru,ตำรวจ,Polisi,Cảnh sát,Poliziotto,Policjant,Politieagent,Polis,Politi,Politi,Poliisi,Поліцейський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100179,萨尔,,萨尔,薩爾,Saal,サール,사알,Saal,Saal,Saal,Saal,Саал,Saal,ซาล,Saal,Saal,Saal,Saal,Saal,Saal,Saal,Saal,Saal,Саал,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160002,阿玛图,,阿玛图,阿瑪圖,Amatu,アマトゥ,아마투,Amatu,Amatu,Amatu,Amatu,Амату,Amatu,อามาตू,Amatu,Amatu,Amatu,Amatu,Amatu,Amatu,Amatu,Amatu,Amatu,Амату,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160004,伊沙尔,,伊沙尔,伊沙爾,Ishar,イシャル,이샤르,Ishar,Ishar,Ishar,Ishar,Ишар,Ishar,อิชาร์,Ishar,Ishar,Ishar,Ishar,Ishar,Ishar,Ishar,Ishar,Ishar,Ішар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160006,鲁尔,,鲁尔,魯爾,Rul,ルール,룰,Rul,Rul,Rul,Rul,Рул,Rul,รูล,Rul,Rul,Rul,Rul,Rul,Rul,Rul,Rul,Rul,Рул,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100183,工程,,工程,工程,Engineering,工学,공학,Ingénierie,Ingenieurwesen,Ingeniería,Engenharia,Инженерия,Mühendislik,วิศวกรรม,Rekayasa,Kỹ thuật,Ingegneria,Inżynieria,Techniek,Teknik,Teknikk,Teknik,Tekniikka,Інженерія,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100184,偷窃,,偷窃,偷窃,Steal,盗む,훔치기,Voler,Stehlen,Robar,Roubar,Украсть,Çalmak,ขโมย,Mencuri,Trộm,Rubare,Kraść,Stelen,Stjäla,Stjele,Stjæle,Varastaa,Вкрасти,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
